vehicle_year_name,vehicle_style,site_rating,vehicle_price,vehicle_mileage,vehicle_location,vehicle_ext_color,vehicle_int_color,vehicle_accident_count,vehicle_title_type,vehicle_mpg,vehicle_transmission,vehicle_fuel_type,vehicle_options_level,vehicle_engine,vehicle_drive_type,vehicle_usage_type
2017 Nissan Rogue,2017.5 SL FWD,Great Price,"$19,981 ","20,749","Dallas, TX",Pearl White,Almond,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Well Equipped,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Rogue,SV AWD,Great Price,"$19,125 ","44,281","Dallas, TX",Glacier White,Charcoal,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2017 Mazda CX-5,Touring FWD,Fair Price,"$21,703 ","23,283","Bentonville, AR",Sonic Silver Metallic,Black,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Well Equipped,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Jeep Grand Cherokee,Limited RWD,Great Price,"$28,490 ","35,138","Plano, TX",Granite Crystal Metallic Clearcoat,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,RWD,Personal or Rental Use
2017 Toyota RAV4,Limited AWD,Fair Price,"$20,988 ","91,096","Altus, OK",White,Unknown,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2018 Chevrolet Trax,LT FWD,Fair Price,"$15,657 ","34,901","Sherman, TX",Silver Ice Metallic,Jet Black,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Fully Loaded,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 BMW X5,xDrive35i AWD,Great Price,"$24,847 ","82,883","Bentonville, AR",Mineral White Metallic,Black,0 reported accidents,Clean,18 cty / 27 hwy,Automatic,Gas,Standard,3.0L Inline-6 Gas Turbocharged,AWD,Personal or Rental Use
2017 Toyota Highlander,XLE V6 FWD,Great Price,"$29,937 ","36,602","Dallas, TX",Blizzard Pearl,Almond,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 Nissan Kicks,SV,Fair Price,"$17,150 ","32,649","Wichita, KS",Gun Metallic,Charcoal,0 reported accidents,Clean,31 cty / 36 hwy,Automatic,Gas,Minimal Options,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2013 Ford Explorer,Limited FWD,Great Price,"$14,498 ","100,551","Abilene, TX",Tuxedo Black Metallic,Charcoal Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,2.0L V-4 Gas Turbocharged,FWD,Personal or Rental Use
2013 Ford Explorer,XLT FWD,High Price,"$13,708 ","150,149","OKLAHOMA CITY, OK",Ingot Silver Metallic,Beige,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Land Rover Discovery Sport,SE,Great Price,"$25,490 ","39,188","Plano, TX",Farallon Black Metallic,Black,0 reported accidents,Clean,20 cty / 25 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,4WD,Personal or Rental Use
2019 Toyota Highlander,LE V6 FWD,Fair Price,"$26,890 ","38,992","Arlington, TX",Blizzard Pearl,Black,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Ford Expedition,XLT RWD,Great Price,"$28,000 ","50,724","Dallas, TX",Ingot Silver,Ebony,0 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Fully Loaded,3.5L V-6 Gas Turbocharged,RWD,Personal or Rental Use
2015 Ford Edge,Titanium FWD,Great Price,"$16,999 ","63,537","Dallas, TX",Tuxedo Black Metallic,Ebony,0 reported accidents,Clean,20 cty / 30 hwy,Automatic,Gas,Standard,3.5L V-6 Gas Turbocharged,FWD,Personal or Rental Use
2015 Lexus RX,RX 350 FWD,Fair Price,"$19,992 ","96,757","Prosper, TX",Stargazer Black,Parchment,1 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Nissan Rogue,SL AWD,Great Price,"$19,577 ","33,025","McKinney, TX",Magnetic Black,Almond,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2017 Hyundai Tucson,SE Plus FWD,Fair Price,"$19,900 ","19,999","Oklahoma City, OK",Sedona Sunset,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2016 Ford Expedition,Limited RWD,Great Price,"$24,444 ","81,080","Waxahachie, TX",Unknown,Ebony,0 reported accidents,Clean,16 cty / 22 hwy,Automatic,Gas,Standard,3.5L V-6 Gas Turbocharged,RWD,Personal or Rental Use
2017 Acura MDX,SH-AWD,Fair Price,"$27,877 ","41,539","Lewisville, TX",Dark Cherry Pearl,Parchment,0 reported accidents,Clean,18 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Fleet or Mixed Use
2018 Nissan Rogue,SV FWD,Great Price,"$16,999 ","30,432","Lewisville, TX",Magnetic Black,Charcoal,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 INFINITI QX60,2019.5 PURE FWD,Great Price,"$27,500 ","33,317","Grapevine, TX",Hagane Blue,Graphite,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2013 Toyota Highlander,V6 4WD,Fair Price,"$15,674 ","92,617","Richardson, TX",Magnetic Gray Metallic,Gray,1 reported accidents,Clean,17 cty / 22 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Personal or Rental Use
2019 Subaru Forester,2.5i Limited,Fair Price,"$28,500 ","15,798","Grapevine, TX",Ice Silver Metallic,Black,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Standard,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2012 Chevrolet Tahoe,LT RWD,Fair Price,"$12,975 ","152,280","Lake Worth, TX",Silver Ice Metallic,Light Titanium/Dark Titanium,0 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Standard,5.3L V-8 Gas,RWD,Personal or Rental Use
2019 Ford Escape,Titanium AWD,Great Price,"$25,583 ","17,782","Joplin, MO",Gray,Medium Light Stone,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,4WD,Personal or Rental Use
2017 GMC Terrain,SLT FWD,Fair Price,"$20,988 ","10,761","Wichita Falls, TX",Dark Sapphire Blue Metallic,Light Titanium,0 reported accidents,Clean,21 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Jeep Compass,Limited FWD,Great Price,"$19,991 ","24,307","Lewisville, TX",Diamond Black Crystal Pearlcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Volkswagen Atlas,V6 SE with Technology 3.6L 4MOTION,Great Price,"$28,932 ","29,958","Lewisville, TX",Platinum Gray Metallic,Titan Black,0 reported accidents,Clean,17 cty / 23 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2012 GMC Acadia,Denali FWD,Fair Price,"$9,995 ","189,597","Denton, TX",Carbon Black Metallic,Cashmere,1 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2016 Jeep Cherokee,Latitude FWD,Fair Price,"$14,820 ","71,184","Yukon, OK",Brilliant Black Crystal Pearlcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2014 Acura MDX,SH-AWD with Advance/Entertainment Package,Fair Price,"$21,264 ","87,201","Plano, TX",Crystal Black Pearl,Ebony,1 reported accidents,Clean,18 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2019 Jeep Renegade,Latitude FWD,Great Price,"$19,515 ","4,249","Bentonville, AR",Jetset Blue Clearcoat,Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Ford Explorer,XLT 4WD,Fair Price,"$27,691 ","25,155","Oklahoma City, OK",Magnetic Metallic,Ebony Black,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,4WD,Fleet or Mixed Use
2017 Nissan Rogue Sport,SV FWD,Fair Price,"$15,000 ","54,641","McKinney, TX",Pearl White,Charcoal,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2018 Hyundai Santa Fe Sport,2.0T FWD,Fair Price,"$22,560 ","9,277","Yukon, OK",Twilight Black,Beige,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2019 Volkswagen Atlas,V6 SE with Technology 3.6L FWD,Great Price,"$28,926 ","19,769","Lewisville, TX",Tourmaline Blue Metallic,Titan Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 Ford Expedition,EL XLT RWD,Great Price,"$18,991 ","110,100","Waxahachie, TX",Tuxedo Black Metallic,Ebony,0 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Standard,3.5L V-6 Gas Turbocharged,RWD,Fleet or Mixed Use
2017 Honda HR-V,EX-L Navi FWD CVT,Great Price,"$18,187 ","35,726","Rockwall, TX",Modern Steel Metallic,Black,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,NA,1.8L Inline-4 Gas,FWD,Fleet or Mixed Use
2016 Nissan Rogue,SL AWD,Fair Price,"$17,900 ","39,277","Fort Worth, TX",Arctic Blue Metallic,Almond,1 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Well Equipped,2.5L Inline-4 Gas,AWD,Fleet or Mixed Use
2018 Honda CR-V,EX FWD,Fair Price,"$24,922 ","28,995","Oklahoma City, OK",Basque Red Pearl Ii,Gray,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Cadillac XT5,Luxury FWD,Great Price,"$25,890 ","27,060","Plano, TX",Dark Adriatic Blue Metallic,Sahara Beige,1 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 Nissan Armada,SV RWD,Fair Price,"$16,500 ","93,755","Grapevine, TX",Magnetic Black,Charcoal,0 reported accidents,Clean,13 cty / 19 hwy,Automatic,Gas,Standard,5.6L V-8 Gas,RWD,Personal or Rental Use
2016 Mercedes-Benz GLC,GLC 300 4MATIC,Fair Price,"$27,650 ","46,775","Bentonville, AR",Selenite Grey Metallic,Black,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2009 Lexus RX,RX 350 FWD,Fair Price,"$10,000 ","122,577","Broken Arrow, OK",Classic Silver Metallic,Ivory,0 reported accidents,Clean,18 cty / 23 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2017 Jeep Grand Cherokee,Limited 4WD,Great Price,"$26,690 ","31,411","Plano, TX",Velvet Red Pearlcoat,Lt Frost Beige/Black,1 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,4WD,Personal or Rental Use
2016 Honda Pilot,Elite with Navigation/Rear Entertainment System AWD,Fair Price,"$26,450 ","73,384","Plano, TX",Modern Steel Metallic,Gray,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,NA,3.5L V-6 Gas,AWD,Personal or Rental Use
2019 Nissan Rogue Sport,S FWD,Fair Price,"$15,995 ","33,523","Mesquite, TX",Glacier White,Charcoal,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2018 Ford Explorer,XLT FWD,Great Price,"$25,912 ","16,979","Lewisville, TX",Blue Metallic,Ebony Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Fully Loaded,2.3L V-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Acura RDX,FWD with Technology Package,Fair Price,"$29,985 ","17,720","Tulsa, OK",White Diamond Pearl,Parchment,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Honda Pilot,LX FWD,Great Price,"$21,981 ","47,835","Fort Worth, TX",Red,Red,1 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Mazda CX-5,Grand Touring FWD,Fair Price,"$23,750 ","27,320","Irving, TX",Jet Black Mica,Black,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2013 Ford Flex,Limited FWD,Great Price,"$12,250 ","112,804","Plano, TX",Ingot Silver Metallic,Charcoal Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Chevrolet Equinox,LS with 1LS FWD,Great Price,"$17,440 ","10,896","Irving, TX",Storm Blue Metallic,Medium Ash Gray,1 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Minimal Options,1.5L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2012 Ford Expedition,Limited RWD,Fair Price,"$15,995 ","111,146","Denton, TX",White Platinum Metallic Tri-Coat,Unknown,0 reported accidents,Clean,14 cty / 20 hwy,Automatic,Gas,Standard,5.4L V-8 Gas,RWD,Personal or Rental Use
2019 Hyundai Tucson,SE AWD,Fair Price,"$17,900 ","38,342","DeSoto, TX",Gemstone Red,Black,0 reported accidents,Clean,22 cty / 25 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,AWD,Personal or Rental Use
2015 Jeep Grand Cherokee,Overland 4WD,Fair Price,"$23,000 ","94,658","Tulsa, OK",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,4WD,Personal or Rental Use
2018 Ford Escape,S FWD,Great Price,"$13,400 ","63,436","DeSoto, TX",White Gold Metallic,Charcoal Black,0 reported accidents,Clean,21 cty / 29 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Lincoln MKC,FWD,Fair Price,"$13,368 ","114,719","Abilene, TX",Tuxedo Black Metallic,Unknown,0 reported accidents,Clean,20 cty / 29 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Hyundai Santa Fe Sport,2.0T AWD,Great Price,"$16,991 ","57,439","Fort Smith, AR",Serrano Red,Beige,0 reported accidents,Clean,18 cty / 24 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Fleet or Mixed Use
2017 Mazda CX-9,Signature AWD,Fair Price,"$28,100 ","51,444","Bentonville, AR",Snowflake White Pearl Mica,Auburn,0 reported accidents,Clean,20 cty / 26 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 Nissan Rogue,SL FWD,Fair Price,"$20,989 ","21,637","Grand Prairie, TX",Pearl White Tricoat,Charcoal,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Fully Loaded,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Kicks,SR,Great Price,"$18,465 ","8,728","Mesquite, TX",Aspen White/Super Black,Charcoal,0 reported accidents,Clean,31 cty / 36 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Cadillac XT5,Premium Luxury FWD,Fair Price,"$29,000 ","35,190","Grapevine, TX",Harbor Blue Metallic,Jet Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 GMC Terrain,SLE-1 FWD,Fair Price,"$12,500 ","98,172","Broken Arrow, OK",Carbon Black Metallic,Jet Black,0 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Ford Escape,SE FWD,Great Price,"$18,362 ","25,036","Fort Worth, TX",Magnetic Metallic,Medium Light Stone,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Mazda CX-5,Touring AWD,Great Price,"$21,491 ","45,448","Waxahachie, TX",Sonic Silver Metallic,Black,0 reported accidents,Clean,24 cty / 30 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,AWD,Fleet or Mixed Use
2017 Honda CR-V,LX FWD,Fair Price,"$17,990 ","77,370","Oklahoma City, OK",Crystal Black Pearl,Black,0 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Audi Q5,Premium,Fair Price,"$27,999 ","36,761","Greenville, TX",Ibis White,Rock Gray,0 reported accidents,Clean,23 cty / 27 hwy,Manual,Gas,Minimal Options,2.0L Inline-4 Gas Turbocharged,AWD,Fleet or Mixed Use
2012 Jeep Grand Cherokee,Laredo 4WD,Great Price,"$12,500 ","107,595","Gilmer, TX",Winter Chill Pearl,Black,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,4WD,Personal or Rental Use
2015 Jeep Grand Cherokee,Laredo 4WD,Fair Price,"$18,985 ","80,577","Bentonville, AR",Bright White Clearcoat,Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,4WD,Personal or Rental Use
2015 Ford Edge,Sport AWD,Fair Price,"$18,791 ","70,130","Plano, TX",Tuxedo Black Metallic,Ebony,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,2.7L V-6 Gas Turbocharged,AWD,Personal or Rental Use
2017 BMW X3,sDrive28i RWD,Fair Price,"$26,890 ","25,779","Plano, TX",Jet Black,Black,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2019 Mazda CX-9,Sport FWD,Great Price,"$25,900 ","16,727","Fort Worth, TX",Sonic Silver Metallic,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Fully Loaded,2.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Mercedes-Benz GLA,GLA 250 FWD,Fair Price,"$28,887 ","39,428","Dallas, TX",Night Black,Black,0 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Dodge Journey,Crossroad FWD,Fair Price,"$18,987 ","25,278","Arlington, TX",Pitch Black Clearcoat,Black,0 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2019 Jeep Grand Cherokee,Limited RWD,Great Price,"$27,594 ","45,456","Greenville, TX",Diamond Black Crystal Pearlcoat,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,RWD,Personal or Rental Use
2017 Kia Sportage,EX FWD,Great Price,"$18,629 ","16,137","Fort Worth, TX",Snow White Pearl,Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 Honda CR-V,SE AWD,Fair Price,"$18,223 ","46,296","Rockwall, TX",Crystal Black Pearl,Black,0 reported accidents,Clean,25 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2018 Nissan Murano,S FWD,Great Price,"$21,992 ","21,731","Abilene, TX",Gun Metallic,Graphite,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2011 Dodge Durango,Citadel RWD,Great Price,"$12,800 ","111,162","Grapevine, TX",Inferno Red Crystal Pearl,Black/Tan Interior,2 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Well Equipped,5.7L V-8 Gas,RWD,Fleet or Mixed Use
2017 Jeep Compass,2017.5 Latitude FWD,Great Price,"$17,893 ","35,961","McKinney, TX",Jazz Blue Pearlcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Honda CR-V,Touring FWD,Fair Price,"$27,299 ","15,868","Plano, TX",Gunmetal Metallic,Black,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2011 Toyota Highlander,Limited V6 FWD,Fair Price,"$13,495 ","124,167","Dallas, TX",White,Gray,0 reported accidents,Clean,18 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Cadillac XT5,Premium Luxury FWD,Fair Price,"$27,500 ","40,349","Denison, TX",Crystal White Tricoat,Sahara Beige,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2019 Hyundai Tucson,SE FWD,Fair Price,"$17,911 ","37,065","Broken Arrow, OK",White Pearl,Gray,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2017 Hyundai Santa Fe,SE 3.3L FWD,Great Price,"$19,991 ","31,932","McKinney, TX",Iron Frost,Gray,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Standard,3.3L V-6 Gas,FWD,Personal or Rental Use
2011 GMC Acadia,FWD 4dr SLT1,Fair Price,"$8,250 ","189,009","Oklahoma City, OK",Quicksilver Metallic,Light Titanium,2 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2019 Toyota RAV4,XLE FWD,Great Price,"$24,777 ","38,166","Joplin, MO",Midnight Black Metallic,Black,0 reported accidents,Clean,26 cty / 35 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Mitsubishi Outlander,SE FWD,Great Price,"$15,997 ","31,210","Arlington, TX",Alloy Silver Metallic,Black,0 reported accidents,Clean,25 cty / 30 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2019 Jeep Compass,Latitude FWD,Fair Price,"$20,600 ","8,900","Oklahoma City, OK",Redline Pearlcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2015 Chevrolet Tahoe,LT RWD,Fair Price,"$28,997 ","110,811","Joplin, MO",Black,Jet Black,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Standard,5.3L V-8 Gas,RWD,Personal or Rental Use
2013 Chevrolet Traverse,LS FWD,Great Price,"$11,888 ","69,088","Dallas, TX",Atlantis Blue Metallic,Dk Titanium/Lt Titanium,1 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2019 Nissan Pathfinder,SL FWD,Fair Price,"$24,997 ","38,148","Bentonville, AR",Gun Metallic,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2012 GMC Yukon,XL 1500 Denali AWD,Great Price,"$19,980 ","113,572","Amarillo, TX",White Diamond Tricoat,Cocoa/Light Cashmere,0 reported accidents,Clean,13 cty / 18 hwy,Automatic,Gas,Standard,6.2L V-8 Gas,AWD,Personal or Rental Use
2017 Mazda CX-5,Grand Touring FWD,Great Price,"$20,995 ","25,633","Irving, TX",Sonic Silver Metallic,Black,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Chevrolet Equinox,LT with 1LT FWD,Great Price,"$19,985 ","31,227","Fort Smith, AR",Mosaic Black Metallic,Jet Black,0 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Minimal Options,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Volkswagen Atlas,V6 SE with Technology 3.6L 4MOTION,Fair Price,"$29,459 ","24,637","Richardson, TX",Deep Black Pearl,Titan Black,0 reported accidents,Clean,17 cty / 23 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2018 Jeep Renegade,Limited FWD,Fair Price,"$19,131 ","19,995","Broken Arrow, OK",Granite Crystal Metallic Clearcoat,Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 Honda CR-V,EX-L AWD,Fair Price,"$17,588 ","93,666","Bartlesville, OK",Obsidian Blue Pearl,Gray,0 reported accidents,Clean,25 cty / 31 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2019 Ford Escape,SE AWD,Great Price,"$19,000 ","30,897","Grapevine, TX",Ingot Silver Metallic,Medium Light Stone,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,4WD,Personal or Rental Use
2016 Ford Explorer,Limited 4WD,Great Price,"$23,792 ","61,699","Lewisville, TX",Guard Metallic,Ebony Black,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Personal or Rental Use
2017 Toyota RAV4,SE FWD,Fair Price,"$23,861 ","5,340","Lewisville, TX",Super White,Cinnamon,0 reported accidents,Clean,23 cty / 29 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Honda CR-V,EX AWD,Great Price,"$23,000 ","35,454","Weatherford, TX",Sandstorm Metallic,Ivory,0 reported accidents,Clean,27 cty / 33 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2018 Honda CR-V,EX FWD,Fair Price,"$22,999 ","27,450","Abilene, TX",Modern Steel Metallic,Gray,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Chevrolet Equinox,LT with 2LT FWD,Great Price,"$13,995 ","56,786","Sherman, TX",Silver Ice Metallic,Jet Black,0 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
